Key;Label
Sample-180;1
Sample-181;1
Sample-182;1
Sample-183;0
Sample-184;0
Sample-185;1
Sample-186;0
Sample-187;1
Sample-188;1
Sample-189;1
Sample-190;1
Sample-191;0
Sample-192;1
Sample-193;0
Sample-194;1
Sample-195;1
Sample-196;1
Sample-197;0
Sample-198;1
Sample-199;1
Sample-200;1
Sample-201;0
Sample-202;1
Sample-203;1
Sample-204;0
Sample-205;0
Sample-206;1
Sample-207;1
Sample-208;1
Sample-209;0
Sample-210;1
Sample-211;1
Sample-212;1
Sample-213;0
Sample-214;1
Sample-215;1
Sample-216;0
Sample-217;1
Sample-218;1
Sample-219;1
Sample-220;1
Sample-221;0
Sample-222;1
Sample-223;1
Sample-224;0
Sample-225;0
Sample-226;1
Sample-227;0
Sample-228;1
Sample-229;0
Sample-230;1
Sample-231;0
Sample-232;0
Sample-233;0
Sample-234;0
Sample-235;1
Sample-236;1
Sample-237;1
Sample-238;1
Sample-239;1
Sample-240;1
Sample-241;1
Sample-242;1
Sample-243;0
Sample-244;0
Sample-245;1
Sample-246;1
Sample-247;1
Sample-248;1
Sample-249;1
Sample-250;1
Sample-251;1
Sample-252;1
Sample-253;1
Sample-254;1
Sample-255;1
Sample-256;1
Sample-257;0
Sample-258;0
Sample-259;1
Sample-260;0
Sample-261;0
Sample-262;0
Sample-263;1
Sample-264;1
Sample-265;1
Sample-266;1
Sample-267;1
Sample-268;1
Sample-269;0
Sample-270;1
Sample-271;1
Sample-272;1
Sample-273;1
Sample-274;1
Sample-275;1
Sample-276;0
Sample-277;1
Sample-278;1
Sample-279;1
Sample-280;1
Sample-281;1
Sample-282;0
Sample-283;1
Sample-284;1
Sample-285;1
Sample-286;1
Sample-287;1
Sample-288;0
Sample-289;0
Sample-290;0
Sample-291;1
Sample-292;1
Sample-293;1
Sample-294;1
Sample-295;1
Sample-296;1
Sample-297;1
Sample-298;0
Sample-299;1
Sample-300;1
Sample-301;1
Sample-302;0
Sample-303;1
Sample-304;0
Sample-305;1
Sample-306;1
Sample-307;1
Sample-308;0
Sample-309;0
Sample-310;1
Sample-311;0
Sample-312;1
Sample-313;0
Sample-314;1
Sample-315;0
Sample-316;1
Sample-317;0
Sample-318;0
Sample-319;1
Sample-320;1
Sample-321;1
Sample-322;1
Sample-323;1
Sample-324;1
Sample-325;0
Sample-326;1
Sample-327;1
Sample-328;1
Sample-329;0
Sample-330;1
Sample-331;0
Sample-332;1
Sample-333;0
Sample-334;0
Sample-335;1
Sample-336;1
Sample-337;1
Sample-338;1
Sample-339;1
Sample-340;1
Sample-341;0
Sample-342;1
Sample-343;0
Sample-344;1
Sample-345;0
Sample-346;0
Sample-347;0
Sample-348;1
Sample-349;1
Sample-350;1
Sample-351;1
Sample-352;1
Sample-353;1
Sample-354;1
Sample-355;1
Sample-356;1
Sample-357;1
Sample-358;0
Sample-359;1
Sample-360;0
Sample-361;1
Sample-362;1
Sample-363;1
Sample-364;1
Sample-365;0
Sample-366;0
Sample-367;0
Sample-368;1
Sample-369;1
Sample-370;0
Sample-371;0
Sample-372;0
Sample-373;0
Sample-374;1
Sample-375;1
Sample-376;0
Sample-377;1
Sample-378;0
Sample-379;0
Sample-380;1
Sample-381;1
Sample-382;0
Sample-383;1
Sample-384;0
Sample-385;1
Sample-386;1
Sample-387;0
Sample-388;1
Sample-389;1
Sample-390;1
Sample-391;1
Sample-392;1
Sample-393;1
Sample-394;1
Sample-395;1
Sample-396;1
Sample-397;1
Sample-398;1
Sample-399;1
Sample-400;1
Sample-401;1
Sample-402;1
Sample-403;1
Sample-404;0
Sample-405;1
Sample-406;1
Sample-407;1
Sample-408;1
Sample-409;1
Sample-410;0
Sample-411;1
Sample-412;0
Sample-413;1
Sample-414;1
Sample-415;0
Sample-416;1
Sample-417;1
Sample-418;0
Sample-419;1
Sample-420;1
Sample-421;0
Sample-422;1
Sample-423;1
Sample-424;0
Sample-425;0
Sample-426;1
Sample-427;1
Sample-428;1
Sample-429;1
Sample-430;1
Sample-431;0
Sample-432;1
Sample-433;1
Sample-434;1
Sample-435;1
Sample-436;1
Sample-437;0
Sample-438;1
Sample-439;1
Sample-440;0
Sample-441;1
Sample-442;1
Sample-443;1
Sample-444;0
Sample-445;1
Sample-446;1
Sample-447;0
Sample-448;0
Sample-449;1
Sample-450;1
Sample-451;1
Sample-452;1
Sample-453;1
Sample-454;1
Sample-455;0
Sample-456;1
Sample-457;1
Sample-458;1
Sample-459;1
Sample-460;1
Sample-461;1
Sample-462;1
Sample-463;1
Sample-464;1
Sample-465;0
Sample-466;1
Sample-467;1
Sample-468;0
Sample-469;1
Sample-470;1
Sample-471;1
Sample-472;0
Sample-473;0
Sample-474;1
Sample-475;1
Sample-476;0
Sample-477;1
Sample-478;1
Sample-479;0
Sample-480;1
Sample-481;1
Sample-482;1
Sample-483;1
Sample-484;0
Sample-485;1
Sample-486;1
Sample-487;1
Sample-488;1
Sample-489;1
Sample-490;0
Sample-491;0
Sample-492;1
Sample-493;0
Sample-494;1
Sample-495;1
Sample-496;1
Sample-497;0
Sample-498;1
Sample-499;1
Sample-500;1
Sample-501;1
Sample-502;1
Sample-503;0
Sample-504;0
Sample-505;1
Sample-506;1
Sample-507;1
Sample-508;0
Sample-509;1
Sample-510;1
Sample-511;1
Sample-512;1
Sample-513;1
Sample-514;1
Sample-515;1
Sample-516;1
Sample-517;0
Sample-518;1
Sample-519;0
Sample-520;1
Sample-521;1
Sample-522;0
Sample-523;1
Sample-524;1
Sample-525;1
Sample-526;1
Sample-527;1
Sample-528;0
Sample-529;1
Sample-530;1
Sample-531;1
Sample-532;1
Sample-533;1
Sample-534;1
Sample-535;0
Sample-536;1
Sample-537;0
Sample-538;0
Sample-539;1
Sample-540;1
Sample-541;1
Sample-542;1
Sample-543;1
Sample-544;1
Sample-545;1
Sample-546;0
