Key;Label
Sample-180;1
Sample-181;0
Sample-182;1
Sample-183;1
Sample-184;0
Sample-185;0
Sample-186;1
Sample-187;1
Sample-188;0
Sample-189;1
Sample-190;1
Sample-191;1
Sample-192;0
Sample-193;1
Sample-194;1
Sample-195;0
Sample-196;1
Sample-197;0
Sample-198;1
Sample-199;1
Sample-200;1
Sample-201;0
Sample-202;1
Sample-203;1
Sample-204;1
Sample-205;1
Sample-206;1
Sample-207;0
Sample-208;1
Sample-209;1
Sample-210;1
Sample-211;1
Sample-212;0
Sample-213;1
Sample-214;1
Sample-215;1
Sample-216;0
Sample-217;1
Sample-218;0
Sample-219;0
Sample-220;1
Sample-221;1
Sample-222;1
Sample-223;1
Sample-224;1
Sample-225;0
Sample-226;1
Sample-227;1
Sample-228;1
Sample-229;1
Sample-230;1
Sample-231;1
Sample-232;1
Sample-233;1
Sample-234;0
Sample-235;0
Sample-236;1
Sample-237;0
Sample-238;0
Sample-239;0
Sample-240;1
Sample-241;1
Sample-242;1
Sample-243;0
Sample-244;0
Sample-245;1
Sample-246;1
Sample-247;1
Sample-248;1
Sample-249;1
Sample-250;1
Sample-251;1
Sample-252;1
Sample-253;1
Sample-254;1
Sample-255;0
Sample-256;0
Sample-257;1
Sample-258;1
Sample-259;0
Sample-260;1
Sample-261;1
Sample-262;1
Sample-263;0
Sample-264;0
Sample-265;1
Sample-266;1
Sample-267;0
Sample-268;1
Sample-269;1
Sample-270;1
Sample-271;0
Sample-272;1
Sample-273;1
Sample-274;1
Sample-275;1
Sample-276;0
Sample-277;0
Sample-278;0
Sample-279;1
Sample-280;0
Sample-281;1
Sample-282;0
Sample-283;1
Sample-284;0
Sample-285;1
Sample-286;1
Sample-287;1
Sample-288;1
Sample-289;1
Sample-290;1
Sample-291;1
Sample-292;1
Sample-293;1
Sample-294;1
Sample-295;1
Sample-296;1
Sample-297;1
Sample-298;1
Sample-299;1
Sample-300;1
Sample-301;0
Sample-302;0
Sample-303;1
Sample-304;0
Sample-305;0
Sample-306;1
Sample-307;1
Sample-308;1
Sample-309;1
Sample-310;0
Sample-311;1
Sample-312;1
Sample-313;1
Sample-314;1
Sample-315;0
Sample-316;0
Sample-317;1
Sample-318;0
Sample-319;1
Sample-320;0
Sample-321;1
Sample-322;1
Sample-323;1
Sample-324;1
Sample-325;1
Sample-326;1
Sample-327;0
Sample-328;1
Sample-329;1
Sample-330;0
Sample-331;1
Sample-332;1
Sample-333;1
Sample-334;0
Sample-335;1
Sample-336;1
Sample-337;1
Sample-338;1
Sample-339;1
Sample-340;1
Sample-341;1
Sample-342;1
Sample-343;1
Sample-344;1
Sample-345;1
Sample-346;1
Sample-347;0
Sample-348;1
Sample-349;1
Sample-350;0
Sample-351;0
Sample-352;1
Sample-353;0
Sample-354;1
Sample-355;1
Sample-356;1
Sample-357;1
Sample-358;1
Sample-359;0
Sample-360;0
Sample-361;1
Sample-362;1
Sample-363;0
Sample-364;1
Sample-365;0
Sample-366;1
Sample-367;1
Sample-368;0
Sample-369;0
Sample-370;0
Sample-371;1
Sample-372;1
Sample-373;1
Sample-374;1
Sample-375;1
Sample-376;0
Sample-377;1
Sample-378;1
Sample-379;1
Sample-380;0
Sample-381;1
Sample-382;1
Sample-383;0
Sample-384;1
Sample-385;0
Sample-386;1
Sample-387;1
Sample-388;1
Sample-389;0
Sample-390;0
Sample-391;1
Sample-392;0
Sample-393;1
Sample-394;1
Sample-395;1
Sample-396;1
Sample-397;0
Sample-398;1
Sample-399;1
Sample-400;1
Sample-401;1
Sample-402;1
Sample-403;1
Sample-404;1
Sample-405;1
Sample-406;1
Sample-407;1
Sample-408;1
Sample-409;1
Sample-410;1
Sample-411;1
Sample-412;1
Sample-413;0
Sample-414;1
Sample-415;1
Sample-416;0
Sample-417;1
Sample-418;1
Sample-419;1
Sample-420;1
Sample-421;1
Sample-422;0
Sample-423;1
Sample-424;1
Sample-425;1
Sample-426;0
Sample-427;0
Sample-428;1
Sample-429;0
Sample-430;1
Sample-431;1
Sample-432;1
Sample-433;1
Sample-434;1
Sample-435;0
Sample-436;0
Sample-437;1
Sample-438;1
Sample-439;1
Sample-440;0
Sample-441;1
Sample-442;0
Sample-443;1
Sample-444;0
Sample-445;1
Sample-446;1
Sample-447;0
Sample-448;1
Sample-449;1
Sample-450;1
Sample-451;0
Sample-452;0
Sample-453;1
Sample-454;0
Sample-455;0
Sample-456;1
Sample-457;1
Sample-458;1
Sample-459;1
Sample-460;1
Sample-461;1
Sample-462;1
Sample-463;1
Sample-464;1
Sample-465;1
Sample-466;1
Sample-467;1
Sample-468;1
Sample-469;0
Sample-470;1
Sample-471;1
Sample-472;1
Sample-473;0
Sample-474;1
Sample-475;0
Sample-476;1
Sample-477;0
Sample-478;0
Sample-479;1
Sample-480;0
Sample-481;0
Sample-482;1
Sample-483;1
Sample-484;0
Sample-485;1
Sample-486;1
Sample-487;1
Sample-488;1
Sample-489;1
Sample-490;1
Sample-491;1
Sample-492;1
Sample-493;0
Sample-494;0
Sample-495;1
Sample-496;0
Sample-497;1
Sample-498;1
Sample-499;1
Sample-500;1
Sample-501;1
Sample-502;1
Sample-503;1
Sample-504;1
Sample-505;1
Sample-506;1
Sample-507;1
Sample-508;1
Sample-509;1
Sample-510;1
Sample-511;0
Sample-512;1
Sample-513;0
Sample-514;0
Sample-515;1
Sample-516;1
Sample-517;1
Sample-518;0
Sample-519;1
Sample-520;1
Sample-521;1
Sample-522;0
Sample-523;0
Sample-524;1
Sample-525;0
Sample-526;1
Sample-527;1
Sample-528;0
Sample-529;1
Sample-530;1
Sample-531;1
Sample-532;1
Sample-533;1
Sample-534;1
Sample-535;0
Sample-536;1
Sample-537;1
Sample-538;1
Sample-539;1
Sample-540;1
Sample-541;0
Sample-542;1
Sample-543;1
Sample-544;0
Sample-545;0
Sample-546;1
Sample-547;1
Sample-548;1
Sample-549;1
Sample-550;0
Sample-551;0
Sample-552;1
Sample-553;0
Sample-554;1
Sample-555;1
Sample-556;0
Sample-557;1
Sample-558;1
Sample-559;1
Sample-560;0
Sample-561;1
Sample-562;0
Sample-563;1
Sample-564;1
Sample-565;0
Sample-566;0
Sample-567;0
Sample-568;1
Sample-569;1
Sample-570;1
Sample-571;1
Sample-572;0
Sample-573;1
Sample-574;1
Sample-575;1
Sample-576;1
Sample-577;1
Sample-578;1
Sample-579;1
Sample-580;1
Sample-581;1
Sample-582;0
Sample-583;0
Sample-584;1
Sample-585;1
Sample-586;1
Sample-587;1
Sample-588;1
Sample-589;1
Sample-590;0
Sample-591;1
Sample-592;1
Sample-593;1
Sample-594;0
Sample-595;0
Sample-596;0
Sample-597;1
Sample-598;0
Sample-599;1
Sample-600;1
Sample-601;0
Sample-602;1
Sample-603;1
Sample-604;0
Sample-605;0
Sample-606;1
Sample-607;0
Sample-608;1
Sample-609;0
Sample-610;0
Sample-611;1
Sample-612;1
Sample-613;1
Sample-614;1
Sample-615;1
Sample-616;1
Sample-617;1
Sample-618;0
Sample-619;1
Sample-620;1
Sample-621;0
Sample-622;0
Sample-623;1
Sample-624;1
Sample-625;1
Sample-626;1
Sample-627;0
Sample-628;1
Sample-629;1
Sample-630;1
Sample-631;0
Sample-632;1
Sample-633;1
Sample-634;1
Sample-635;1
Sample-636;1
Sample-637;1
Sample-638;1
Sample-639;0
Sample-640;1
Sample-641;0
Sample-642;1
Sample-643;1
Sample-644;1
Sample-645;1
Sample-646;1
Sample-647;1
Sample-648;1
Sample-649;1
Sample-650;1
Sample-651;0
Sample-652;1
Sample-653;1
Sample-654;1
Sample-655;0
Sample-656;1
Sample-657;1
Sample-658;1
Sample-659;1
Sample-660;1
Sample-661;1
Sample-662;1
Sample-663;1
Sample-664;0
Sample-665;1
Sample-666;0
Sample-667;1
Sample-668;1
Sample-669;1
Sample-670;0
Sample-671;0
Sample-672;1
Sample-673;1
Sample-674;1
Sample-675;1
Sample-676;0
Sample-677;1
Sample-678;0
Sample-679;0
Sample-680;0
Sample-681;1
Sample-682;1
Sample-683;1
Sample-684;0
Sample-685;1
Sample-686;0
Sample-687;0
Sample-688;0
Sample-689;1
Sample-690;0
Sample-691;1
Sample-692;1
Sample-693;1
Sample-694;0
Sample-695;1
Sample-696;1
Sample-697;1
Sample-698;1
Sample-699;1
Sample-700;1
Sample-701;0
Sample-702;1
Sample-703;0
Sample-704;0
Sample-705;1
Sample-706;1
Sample-707;1
Sample-708;1
Sample-709;1
Sample-710;1
Sample-711;1
Sample-712;1
Sample-713;1
Sample-714;1
Sample-715;1
Sample-716;0
Sample-717;0
Sample-718;1
Sample-719;1
Sample-720;1
Sample-721;1
Sample-722;1
Sample-723;1
Sample-724;0
Sample-725;1
Sample-726;0
Sample-727;1
Sample-728;0
Sample-729;0
Sample-730;1
Sample-731;1
Sample-732;1
Sample-733;1
Sample-734;1
Sample-735;1
Sample-736;1
Sample-737;1
Sample-738;1
Sample-739;1
Sample-740;1
Sample-741;1
Sample-742;0
Sample-743;1
Sample-744;1
Sample-745;1
Sample-746;1
Sample-747;1
Sample-748;1
Sample-749;1
Sample-750;1
Sample-751;1
Sample-752;0
Sample-753;1
Sample-754;1
Sample-755;1
Sample-756;1
Sample-757;1
Sample-758;1
Sample-759;0
Sample-760;1
Sample-761;1
Sample-762;0
Sample-763;0
Sample-764;1
Sample-765;0
Sample-766;1
Sample-767;1
Sample-768;1
Sample-769;1
Sample-770;0
Sample-771;1
Sample-772;1
Sample-773;1
Sample-774;0
Sample-775;1
Sample-776;1
Sample-777;0
Sample-778;1
Sample-779;1
Sample-780;1
Sample-781;1
Sample-782;1
Sample-783;1
Sample-784;0
Sample-785;0
Sample-786;1
Sample-787;0
Sample-788;1
Sample-789;1
Sample-790;1
Sample-791;1
Sample-792;1
Sample-793;1
Sample-794;1
Sample-795;1
Sample-796;0
Sample-797;1
Sample-798;1
Sample-799;0
Sample-800;0
Sample-801;0
Sample-802;1
Sample-803;1
Sample-804;1
Sample-805;1
Sample-806;1
Sample-807;1
Sample-808;1
Sample-809;0
Sample-810;1
Sample-811;1
Sample-812;1
Sample-813;1
Sample-814;1
Sample-815;1
Sample-816;1
Sample-817;1
Sample-818;0
Sample-819;1
Sample-820;1
Sample-821;0
Sample-822;1
Sample-823;0
Sample-824;1
Sample-825;1
Sample-826;1
Sample-827;1
Sample-828;1
Sample-829;1
Sample-830;1
Sample-831;1
Sample-832;1
Sample-833;1
Sample-834;1
Sample-835;1
Sample-836;1
Sample-837;1
Sample-838;1
Sample-839;0
Sample-840;1
Sample-841;1
Sample-842;1
Sample-843;0
Sample-844;1
Sample-845;0
Sample-846;1
Sample-847;1
Sample-848;1
Sample-849;1
Sample-850;0
Sample-851;0
Sample-852;1
Sample-853;1
Sample-854;1
Sample-855;1
Sample-856;1
Sample-857;1
Sample-858;1
Sample-859;0
Sample-860;0
Sample-861;1
Sample-862;1
Sample-863;1
Sample-864;1
Sample-865;1
Sample-866;1
Sample-867;1
Sample-868;1
Sample-869;1
Sample-870;1
Sample-871;1
Sample-872;1
Sample-873;1
Sample-874;0
Sample-875;0
Sample-876;1
Sample-877;0
Sample-878;1
Sample-879;0
Sample-880;1
Sample-881;1
Sample-882;1
Sample-883;1
Sample-884;1
Sample-885;1
Sample-886;1
Sample-887;0
Sample-888;1
Sample-889;0
Sample-890;1
Sample-891;1
Sample-892;0
Sample-893;0
Sample-894;0
Sample-895;0
Sample-896;1
Sample-897;0
Sample-898;0
Sample-899;1
Sample-900;1
Sample-901;0
Sample-902;1
Sample-903;1
Sample-904;1
Sample-905;1
Sample-906;1
Sample-907;0
Sample-908;1
Sample-909;1
Sample-910;1
Sample-911;1
Sample-912;1
Sample-913;1
Sample-914;0
Sample-915;0
Sample-916;0
Sample-917;1
Sample-918;1
Sample-919;1
Sample-920;0
Sample-921;1
Sample-922;1
Sample-923;1
Sample-924;1
Sample-925;1
Sample-926;1
Sample-927;1
Sample-928;1
Sample-929;0
Sample-930;0
Sample-931;1
Sample-932;0
Sample-933;1
Sample-934;1
Sample-935;1
Sample-936;1
Sample-937;0
Sample-938;1
Sample-939;1
Sample-940;1
Sample-941;1
Sample-942;0
Sample-943;1
Sample-944;1
Sample-945;0
Sample-946;1
Sample-947;1
Sample-948;0
Sample-949;1
Sample-950;1
Sample-951;1
Sample-952;1
Sample-953;1
Sample-954;1
Sample-955;1
Sample-956;0
Sample-957;1
Sample-958;0
Sample-959;1
Sample-960;1
Sample-961;1
Sample-962;1
Sample-963;1
Sample-964;1
Sample-965;0
Sample-966;1
Sample-967;0
Sample-968;1
Sample-969;1
Sample-970;1
Sample-971;1
Sample-972;0
Sample-973;1
Sample-974;1
Sample-975;0
Sample-976;1
Sample-977;1
Sample-978;1
Sample-979;1
Sample-980;1
Sample-981;1
Sample-982;0
Sample-983;0
Sample-984;1
Sample-985;0
Sample-986;1
Sample-987;1
Sample-988;1
Sample-989;1
Sample-990;0
Sample-991;1
Sample-992;1
Sample-993;1
Sample-994;1
Sample-995;1
Sample-996;0
Sample-997;0
Sample-998;0
Sample-999;1
Sample-1000;1
Sample-1001;1
Sample-1002;0
Sample-1003;1
Sample-1004;1
Sample-1005;0
Sample-1006;1
Sample-1007;0
Sample-1008;1
Sample-1009;1
Sample-1010;1
Sample-1011;1
Sample-1012;1
Sample-1013;1
Sample-1014;1
Sample-1015;1
Sample-1016;0
Sample-1017;1
Sample-1018;1
Sample-1019;1
Sample-1020;1
Sample-1021;1
Sample-1022;0
Sample-1023;1
Sample-1024;0
Sample-1025;1
Sample-1026;1
Sample-1027;0
Sample-1028;1
Sample-1029;0
Sample-1030;1
Sample-1031;0
Sample-1032;1
Sample-1033;1
Sample-1034;0
Sample-1035;1
Sample-1036;0
Sample-1037;1
Sample-1038;0
Sample-1039;0
Sample-1040;1
Sample-1041;1
Sample-1042;1
Sample-1043;1
Sample-1044;1
Sample-1045;0
Sample-1046;1
Sample-1047;0
Sample-1048;1
Sample-1049;1
Sample-1050;1
Sample-1051;1
Sample-1052;1
Sample-1053;0
Sample-1054;1
Sample-1055;0
Sample-1056;0
Sample-1057;1
Sample-1058;1
Sample-1059;1
Sample-1060;0
Sample-1061;1
Sample-1062;1
Sample-1063;1
Sample-1064;0
Sample-1065;1
Sample-1066;1
Sample-1067;1
Sample-1068;1
Sample-1069;0
Sample-1070;0
Sample-1071;1
Sample-1072;1
Sample-1073;1
Sample-1074;1
Sample-1075;0
Sample-1076;1
Sample-1077;0
Sample-1078;0
Sample-1079;0
Sample-1080;0
Sample-1081;1
Sample-1082;1
Sample-1083;1
Sample-1084;0
Sample-1085;1
Sample-1086;1
Sample-1087;1
Sample-1088;1
Sample-1089;1
Sample-1090;1
Sample-1091;0
Sample-1092;1
Sample-1093;1
Sample-1094;1
Sample-1095;1
Sample-1096;1
Sample-1097;1
Sample-1098;0
Sample-1099;0
Sample-1100;1
Sample-1101;1
Sample-1102;1
Sample-1103;1
Sample-1104;1
Sample-1105;0
Sample-1106;0
Sample-1107;1
Sample-1108;0
Sample-1109;1
Sample-1110;1
Sample-1111;0
Sample-1112;0
Sample-1113;0
Sample-1114;1
Sample-1115;0
Sample-1116;1
Sample-1117;0
Sample-1118;0
Sample-1119;1
Sample-1120;1
Sample-1121;1
Sample-1122;1
Sample-1123;1
Sample-1124;1
Sample-1125;1
Sample-1126;1
Sample-1127;1
Sample-1128;1
Sample-1129;1
Sample-1130;1
Sample-1131;1
Sample-1132;1
Sample-1133;1
Sample-1134;1
Sample-1135;1
Sample-1136;1
Sample-1137;1
Sample-1138;1
Sample-1139;1
Sample-1140;1
Sample-1141;1
Sample-1142;0
Sample-1143;1
Sample-1144;1
Sample-1145;1
Sample-1146;1
Sample-1147;1
Sample-1148;1
Sample-1149;0
Sample-1150;0
Sample-1151;1
Sample-1152;1
Sample-1153;0
Sample-1154;1
Sample-1155;1
Sample-1156;1
Sample-1157;0
Sample-1158;0
Sample-1159;1
Sample-1160;1
Sample-1161;1
Sample-1162;1
Sample-1163;1
Sample-1164;0
Sample-1165;1
Sample-1166;1
Sample-1167;1
Sample-1168;1
Sample-1169;1
Sample-1170;0
Sample-1171;1
Sample-1172;1
Sample-1173;1
Sample-1174;1
Sample-1175;0
Sample-1176;1
Sample-1177;1
Sample-1178;1
Sample-1179;1
Sample-1180;1
Sample-1181;1
Sample-1182;1
Sample-1183;0
Sample-1184;0
Sample-1185;0
Sample-1186;0
Sample-1187;1
Sample-1188;1
Sample-1189;1
Sample-1190;1
Sample-1191;1
Sample-1192;1
Sample-1193;1
Sample-1194;1
Sample-1195;0
Sample-1196;1
Sample-1197;0
Sample-1198;1
Sample-1199;1
Sample-1200;1
Sample-1201;1
Sample-1202;0
Sample-1203;1
Sample-1204;0
Sample-1205;1
Sample-1206;0
Sample-1207;0
Sample-1208;1
Sample-1209;0
Sample-1210;0
Sample-1211;1
Sample-1212;1
Sample-1213;1
Sample-1214;0
Sample-1215;1
Sample-1216;1
Sample-1217;1
Sample-1218;1
Sample-1219;0
Sample-1220;1
Sample-1221;1
Sample-1222;0
Sample-1223;1
Sample-1224;1
Sample-1225;1
Sample-1226;1
Sample-1227;0
Sample-1228;0
Sample-1229;0
Sample-1230;1
Sample-1231;1
Sample-1232;0
Sample-1233;1
Sample-1234;0
Sample-1235;1
Sample-1236;1
Sample-1237;1
Sample-1238;1
Sample-1239;1
Sample-1240;1
Sample-1241;0
Sample-1242;1
Sample-1243;0
Sample-1244;1
Sample-1245;1
Sample-1246;1
Sample-1247;1
Sample-1248;1
Sample-1249;1
Sample-1250;1
Sample-1251;1
Sample-1252;1
Sample-1253;1
Sample-1254;1
Sample-1255;0
Sample-1256;0
Sample-1257;1
Sample-1258;1
Sample-1259;1
Sample-1260;1
Sample-1261;1
Sample-1262;1
Sample-1263;1
Sample-1264;1
Sample-1265;1
Sample-1266;0
Sample-1267;1
Sample-1268;1
Sample-1269;1
Sample-1270;1
Sample-1271;1
Sample-1272;1
Sample-1273;1
Sample-1274;0
Sample-1275;0
Sample-1276;1
Sample-1277;1
Sample-1278;1
Sample-1279;1
Sample-1280;1
Sample-1281;1
Sample-1282;1
Sample-1283;0
Sample-1284;1
Sample-1285;1
Sample-1286;1
Sample-1287;1
Sample-1288;0
Sample-1289;1
Sample-1290;1
Sample-1291;0
Sample-1292;1
Sample-1293;1
Sample-1294;0
Sample-1295;1
Sample-1296;1
Sample-1297;1
Sample-1298;1
Sample-1299;0
Sample-1300;1
Sample-1301;1
Sample-1302;1
Sample-1303;1
Sample-1304;1
Sample-1305;1
Sample-1306;0
Sample-1307;0
Sample-1308;1
Sample-1309;1
Sample-1310;1
Sample-1311;1
Sample-1312;1
Sample-1313;1
Sample-1314;1
Sample-1315;1
Sample-1316;1
Sample-1317;1
Sample-1318;0
Sample-1319;1
Sample-1320;0
Sample-1321;1
Sample-1322;1
Sample-1323;1
Sample-1324;1
Sample-1325;1
Sample-1326;1
Sample-1327;1
Sample-1328;1
Sample-1329;0
Sample-1330;1
Sample-1331;1
Sample-1332;1
Sample-1333;1
Sample-1334;1
Sample-1335;1
Sample-1336;0
Sample-1337;1
Sample-1338;1
Sample-1339;1
Sample-1340;1
Sample-1341;0
Sample-1342;0
Sample-1343;1
Sample-1344;1
Sample-1345;1
Sample-1346;1
Sample-1347;0
Sample-1348;1
Sample-1349;0
Sample-1350;1
Sample-1351;1
Sample-1352;1
Sample-1353;1
Sample-1354;1
Sample-1355;1
Sample-1356;1
Sample-1357;0
Sample-1358;0
Sample-1359;0
Sample-1360;0
Sample-1361;1
Sample-1362;0
Sample-1363;0
Sample-1364;1
Sample-1365;1
Sample-1366;1
Sample-1367;1
Sample-1368;1
Sample-1369;1
Sample-1370;1
Sample-1371;1
Sample-1372;1
Sample-1373;0
Sample-1374;1
Sample-1375;1
Sample-1376;1
Sample-1377;1
Sample-1378;0
Sample-1379;1
Sample-1380;1
Sample-1381;1
Sample-1382;1
Sample-1383;1
Sample-1384;0
Sample-1385;0
Sample-1386;1
Sample-1387;0
Sample-1388;1
Sample-1389;1
Sample-1390;1
Sample-1391;0
Sample-1392;1
Sample-1393;0
Sample-1394;1
Sample-1395;1
Sample-1396;0
Sample-1397;1
Sample-1398;1
Sample-1399;1
Sample-1400;1
Sample-1401;0
Sample-1402;1
Sample-1403;1
Sample-1404;1
Sample-1405;0
Sample-1406;1
Sample-1407;1
Sample-1408;1
Sample-1409;0
Sample-1410;1
Sample-1411;1
Sample-1412;1
Sample-1413;1
Sample-1414;1
Sample-1415;1
Sample-1416;1
Sample-1417;0
Sample-1418;0
Sample-1419;1
Sample-1420;1
Sample-1421;1
Sample-1422;1
Sample-1423;0
Sample-1424;1
Sample-1425;1
Sample-1426;0
Sample-1427;0
Sample-1428;1
Sample-1429;1
Sample-1430;1
Sample-1431;1
Sample-1432;0
Sample-1433;1
Sample-1434;1
Sample-1435;0
Sample-1436;1
Sample-1437;1
Sample-1438;1
Sample-1439;1
Sample-1440;1
Sample-1441;1
Sample-1442;1
Sample-1443;1
Sample-1444;1
Sample-1445;1
Sample-1446;1
Sample-1447;1
Sample-1448;1
Sample-1449;1
Sample-1450;1
Sample-1451;0
Sample-1452;1
Sample-1453;0
Sample-1454;1
Sample-1455;1
Sample-1456;0
Sample-1457;1
Sample-1458;0
Sample-1459;1
Sample-1460;1
Sample-1461;1
Sample-1462;1
Sample-1463;1
Sample-1464;1
Sample-1465;0
Sample-1466;1
Sample-1467;1
Sample-1468;1
Sample-1469;0
Sample-1470;1
Sample-1471;1
Sample-1472;1
Sample-1473;0
Sample-1474;1
Sample-1475;1
Sample-1476;0
Sample-1477;1
Sample-1478;1
Sample-1479;1
Sample-1480;1
Sample-1481;0
Sample-1482;1
Sample-1483;0
Sample-1484;0
Sample-1485;1
Sample-1486;1
Sample-1487;0
Sample-1488;1
Sample-1489;1
Sample-1490;1
Sample-1491;1
Sample-1492;0
Sample-1493;1
Sample-1494;1
Sample-1495;1
Sample-1496;1
Sample-1497;1
Sample-1498;0
Sample-1499;1
Sample-1500;0
Sample-1501;1
Sample-1502;1
Sample-1503;1
Sample-1504;0
Sample-1505;1
Sample-1506;1
Sample-1507;1
Sample-1508;0
Sample-1509;1
Sample-1510;0
Sample-1511;0
Sample-1512;1
Sample-1513;1
Sample-1514;1
Sample-1515;1
Sample-1516;0
Sample-1517;0
Sample-1518;1
Sample-1519;1
Sample-1520;1
Sample-1521;1
Sample-1522;1
Sample-1523;0
Sample-1524;1
Sample-1525;1
Sample-1526;0
Sample-1527;1
Sample-1528;1
Sample-1529;1
Sample-1530;0
Sample-1531;1
Sample-1532;1
Sample-1533;1
Sample-1534;1
Sample-1535;1
Sample-1536;0
Sample-1537;0
Sample-1538;1
Sample-1539;1
Sample-1540;0
Sample-1541;0
Sample-1542;1
Sample-1543;0
Sample-1544;1
Sample-1545;1
Sample-1546;1
Sample-1547;1
Sample-1548;0
Sample-1549;0
Sample-1550;1
Sample-1551;1
Sample-1552;1
Sample-1553;1
Sample-1554;1
Sample-1555;1
Sample-1556;0
Sample-1557;1
Sample-1558;0
Sample-1559;0
Sample-1560;1
Sample-1561;1
Sample-1562;0
Sample-1563;1
Sample-1564;1
Sample-1565;1
Sample-1566;0
Sample-1567;1
Sample-1568;0
Sample-1569;0
Sample-1570;0
Sample-1571;1
Sample-1572;0
Sample-1573;1
Sample-1574;0
Sample-1575;1
Sample-1576;1
Sample-1577;1
Sample-1578;0
Sample-1579;0
Sample-1580;0
Sample-1581;0
Sample-1582;1
Sample-1583;0
Sample-1584;1
Sample-1585;1
Sample-1586;0
Sample-1587;0
Sample-1588;1
Sample-1589;1
Sample-1590;0
Sample-1591;1
Sample-1592;1
Sample-1593;1
Sample-1594;1
Sample-1595;0
Sample-1596;0
Sample-1597;1
Sample-1598;0
Sample-1599;1
Sample-1600;1
Sample-1601;0
Sample-1602;1
Sample-1603;1
Sample-1604;1
Sample-1605;0
Sample-1606;0
Sample-1607;0
Sample-1608;1
Sample-1609;1
Sample-1610;0
Sample-1611;0
Sample-1612;1
Sample-1613;1
Sample-1614;0
Sample-1615;0
Sample-1616;1
Sample-1617;1
Sample-1618;0
Sample-1619;0
Sample-1620;1
Sample-1621;0
Sample-1622;0
Sample-1623;1
Sample-1624;1
Sample-1625;1
Sample-1626;0
Sample-1627;1
Sample-1628;1
Sample-1629;1
Sample-1630;1
Sample-1631;1
Sample-1632;0
Sample-1633;0
Sample-1634;0
Sample-1635;0
Sample-1636;0
Sample-1637;1
Sample-1638;0
Sample-1639;0
Sample-1640;0
Sample-1641;1
Sample-1642;0
Sample-1643;1
Sample-1644;0
Sample-1645;0
Sample-1646;0
Sample-1647;1
Sample-1648;1
Sample-1649;0
Sample-1650;0
Sample-1651;1
Sample-1652;1
Sample-1653;1
Sample-1654;1
Sample-1655;1
Sample-1656;1
Sample-1657;1
Sample-1658;1
Sample-1659;1
Sample-1660;1
Sample-1661;1
Sample-1662;1
Sample-1663;0
Sample-1664;1
Sample-1665;1
